client_id	path	sentence	up_votes	down_votes	age	gender	accents	variant	locale	segment
a7ed9304a14df702cdef85a96308592c0c81eca81e82cdd65da5e13ba6d5689d4318d0e7459b51d5cd0ef3edadc0244cc2e80e605ee7171c8782e0ab719d9d3f	common_voice_en_38492616.mp3	Hooker identified the species during his voyage to India and the Himalayas.	0	2	twenties	female	Southern African (South Africa, Zimbabwe, Namibia)		en	
a7ed9304a14df702cdef85a96308592c0c81eca81e82cdd65da5e13ba6d5689d4318d0e7459b51d5cd0ef3edadc0244cc2e80e605ee7171c8782e0ab719d9d3f	common_voice_en_38492641.mp3	The western part of the town borders Oneida Lake and Madison County, New York.	2	10	twenties	female	Southern African (South Africa, Zimbabwe, Namibia)		en	
a7ed9304a14df702cdef85a96308592c0c81eca81e82cdd65da5e13ba6d5689d4318d0e7459b51d5cd0ef3edadc0244cc2e80e605ee7171c8782e0ab719d9d3f	common_voice_en_38492672.mp3	One journeyman bootworker, Jeremiah Horne, was in a dispute with the Society.	0	2	twenties	female	Southern African (South Africa, Zimbabwe, Namibia)		en	
a7ed9304a14df702cdef85a96308592c0c81eca81e82cdd65da5e13ba6d5689d4318d0e7459b51d5cd0ef3edadc0244cc2e80e605ee7171c8782e0ab719d9d3f	common_voice_en_38492698.mp3	Casualties on both sides were minimal.	2	8	twenties	female	Southern African (South Africa, Zimbabwe, Namibia)		en	
e0bca1c7bdca865096dd7193fb9ea1c8d67a2ba9ed00c53e5bef6a9c1071eb36fa143a3f9ba775b5eee828eb93ea6773c02ff934e400eabe53f76c9c874eb05a	common_voice_en_38494102.mp3	Early photographs show paddle boxes painted sometimes white and sometimes black.	0	2	sixties	male	United States English		en	
e0bca1c7bdca865096dd7193fb9ea1c8d67a2ba9ed00c53e5bef6a9c1071eb36fa143a3f9ba775b5eee828eb93ea6773c02ff934e400eabe53f76c9c874eb05a	common_voice_en_38494238.mp3	Her scholarship is focused on community engagement to identify environmental stressors in urban watersheds.	0	2	sixties	male	United States English		en	
e0bca1c7bdca865096dd7193fb9ea1c8d67a2ba9ed00c53e5bef6a9c1071eb36fa143a3f9ba775b5eee828eb93ea6773c02ff934e400eabe53f76c9c874eb05a	common_voice_en_38495676.mp3	It was embarrassingly conspicuous and oppressive.	0	2	sixties	male	United States English		en	
e0bca1c7bdca865096dd7193fb9ea1c8d67a2ba9ed00c53e5bef6a9c1071eb36fa143a3f9ba775b5eee828eb93ea6773c02ff934e400eabe53f76c9c874eb05a	common_voice_en_38495758.mp3	Mercer was born in Saint John's, Newfoundland.	0	2	sixties	male	United States English		en	
d1bac71f1f0001e76f15ddd226df4c333f7721eb769ea3ed3ca385f5f9221926635cf0f9c1302ffc80d0e0854dc722eb8ea5d27f5f42f1b890f06d4963e55730	common_voice_en_38495849.mp3	We see nothing surrounding the figures other than themselves and smoke.	0	2	twenties	male			en	
d1bac71f1f0001e76f15ddd226df4c333f7721eb769ea3ed3ca385f5f9221926635cf0f9c1302ffc80d0e0854dc722eb8ea5d27f5f42f1b890f06d4963e55730	common_voice_en_38495870.mp3	He was a close friend to the great Italian poet, Petrarca.	1	5	twenties	male			en	
951d0aac5131d9fa2ea56bce821fa0d88f3efa5ec0ec33fefec1a15fc9299de8977eda86e26352c7b87de6e1f1af0be4387509adb8423e69ff77e14f5ca5bac5	common_voice_en_38498650.mp3	Jorkyball is now a registered trademark.	0	4					en	
b87dd0680063cbd3dc57f5b9b20c14f020f511c3f18467d52e816db909dbe2be05b8ea36a4bca91179503817a1b093a9e6036abb514c6ad1aaf1ffa71b3d32ce	common_voice_en_38498677.mp3	Cloud's east side.	2	2	thirties	male	Canadian English		en	
b87dd0680063cbd3dc57f5b9b20c14f020f511c3f18467d52e816db909dbe2be05b8ea36a4bca91179503817a1b093a9e6036abb514c6ad1aaf1ffa71b3d32ce	common_voice_en_38498696.mp3	Sidney hosted many of the episodes.	0	2	thirties	male	Canadian English		en	
d1bac71f1f0001e76f15ddd226df4c333f7721eb769ea3ed3ca385f5f9221926635cf0f9c1302ffc80d0e0854dc722eb8ea5d27f5f42f1b890f06d4963e55730	common_voice_en_38502354.mp3	This is usually followed by "Nalangu", which is a casual and informal event.	0	2	twenties	male			en	
1ffd1a9933b407f9f9387b822c84e5dcd6c7e66865cf61bb304af8e48cdc53363387bc78056e491f621752497265ced735da4945fa7f80c79dc695a282636736	common_voice_en_38502862.mp3	It was built on the ruin site of a Buddhist temple.	2	2	twenties	male	United States English		en	
1ffd1a9933b407f9f9387b822c84e5dcd6c7e66865cf61bb304af8e48cdc53363387bc78056e491f621752497265ced735da4945fa7f80c79dc695a282636736	common_voice_en_38503060.mp3	Joseph Smith-Matthew contains significant changes and additions to the original biblical text.	0	2	twenties	male	United States English		en	
d1bac71f1f0001e76f15ddd226df4c333f7721eb769ea3ed3ca385f5f9221926635cf0f9c1302ffc80d0e0854dc722eb8ea5d27f5f42f1b890f06d4963e55730	common_voice_en_38503182.mp3	Combined, these two selection pressures select to maintain plants of medium height.	1	2	twenties	male			en	
d1bac71f1f0001e76f15ddd226df4c333f7721eb769ea3ed3ca385f5f9221926635cf0f9c1302ffc80d0e0854dc722eb8ea5d27f5f42f1b890f06d4963e55730	common_voice_en_38503515.mp3	After the Famine, the cottier class almost completely disappeared.	2	4	twenties	male			en	
d1bac71f1f0001e76f15ddd226df4c333f7721eb769ea3ed3ca385f5f9221926635cf0f9c1302ffc80d0e0854dc722eb8ea5d27f5f42f1b890f06d4963e55730	common_voice_en_38504024.mp3	Davenport assures Taylor that he'll get used to it.	0	2	twenties	male			en	
d1bac71f1f0001e76f15ddd226df4c333f7721eb769ea3ed3ca385f5f9221926635cf0f9c1302ffc80d0e0854dc722eb8ea5d27f5f42f1b890f06d4963e55730	common_voice_en_38504098.mp3	It is a painful infection that typically affects the fingers or thumbs.	1	2	twenties	male			en	
8ced2cddb27bbf73dc90448f0e3475886087f846f5e8c5e8de0194b1a5d08cc56707f632019ccd5f21830f5fe0bd5e7df549cbee0156ac554b2676836fe9dfd1	common_voice_en_38508135.mp3	Many emigrated to the Holy Land, the United States and Turkey.	0	2					en	
b87dd0680063cbd3dc57f5b9b20c14f020f511c3f18467d52e816db909dbe2be05b8ea36a4bca91179503817a1b093a9e6036abb514c6ad1aaf1ffa71b3d32ce	common_voice_en_38508239.mp3	The male corpse, he's told, has been identified as Enoch Drebber.	2	2	thirties	male	Canadian English		en	
b87dd0680063cbd3dc57f5b9b20c14f020f511c3f18467d52e816db909dbe2be05b8ea36a4bca91179503817a1b093a9e6036abb514c6ad1aaf1ffa71b3d32ce	common_voice_en_38508266.mp3	Sometimes the abuse would ostensibly come from the mean Sluggo, another clay character.	0	2	thirties	male	Canadian English		en	
a97730f86fa90560ae105669364412a9ad393b32839d0151236604af188212aab60bf5168a7975fdd0a448dd3131543f5c0032e737a7164b41e9d9d85ffd6660	common_voice_en_38510919.mp3	They are diurnal, though they rest during the heat of the day.	0	3	sixties	male	Filipino		en	
a97730f86fa90560ae105669364412a9ad393b32839d0151236604af188212aab60bf5168a7975fdd0a448dd3131543f5c0032e737a7164b41e9d9d85ffd6660	common_voice_en_38510948.mp3	The national government obtained foreign assistance.	0	8	sixties	male	Filipino		en	
c573663022cc815a9629fd3f178353b717c445e321e8b276d8dbd8d37d4cbaf49c0bf7a6175f979d0517de104ad71533a789b605de0495a55261d9fe17c289c5	common_voice_en_38511495.mp3	Silverman will serve as executive producer for the program.	0	2			serbian		en	
cf166b2a376b2518887f5a2e3c347a69f495260309ac27cc1b860d599c86cf85ebf2f20f4dbee126894eecf204d9ef657ffd494c46e75ba0d5c4a227396385eb	common_voice_en_38512869.mp3	He worked as an academic at the Free University.	0	2	twenties	female	Southern African (South Africa, Zimbabwe, Namibia)		en	
cf166b2a376b2518887f5a2e3c347a69f495260309ac27cc1b860d599c86cf85ebf2f20f4dbee126894eecf204d9ef657ffd494c46e75ba0d5c4a227396385eb	common_voice_en_38513032.mp3	The mall was a long box with three floors.	0	2	twenties	female	Southern African (South Africa, Zimbabwe, Namibia)		en	
cf166b2a376b2518887f5a2e3c347a69f495260309ac27cc1b860d599c86cf85ebf2f20f4dbee126894eecf204d9ef657ffd494c46e75ba0d5c4a227396385eb	common_voice_en_38513063.mp3	The Church of England appointed female lay readers during the First World War.	0	2	twenties	female	Southern African (South Africa, Zimbabwe, Namibia)		en	
d96681f77b5d8e36888f566a9a1e2bcc571aa6953b4a02eafe954549154255107cead80f058cf7976ff976d5b9054148beed7153b4138cfdeeb806bd44075488	common_voice_en_38513388.mp3	In criminal law, an affirmative defense is sometimes called a justification or excuse defense.	0	3	thirties	other	United States English,Southern Californian English		en	
d2339b1aef732ad53363c84ea88c3888271f4ebaedaefc7c3194dfb98c252d18a3d7123d0df2c40bb7ac335c695830141cde74c51aa537b35d405c33bb1a7fd5	common_voice_en_38513422.mp3	These were the tenth championships held in the state of Vermont.	2	2	thirties	male			en	
b87dd0680063cbd3dc57f5b9b20c14f020f511c3f18467d52e816db909dbe2be05b8ea36a4bca91179503817a1b093a9e6036abb514c6ad1aaf1ffa71b3d32ce	common_voice_en_38516334.mp3	The Act banned the banking practice of "redlining" poor neighborhoods.	2	12	thirties	male	Canadian English		en	
0805c1535877ca0be6c4344c129084db3fd3099a159f499e7b1b61935da6ebfb37b00e2a28611fe445fc84a1cdee89046555c93825034eb19b91e6c43f196649	common_voice_en_38517604.mp3	I push through, being strong for my family and keeping up appearances.	2	2	teens	male	United States English		en	
cf166b2a376b2518887f5a2e3c347a69f495260309ac27cc1b860d599c86cf85ebf2f20f4dbee126894eecf204d9ef657ffd494c46e75ba0d5c4a227396385eb	common_voice_en_38518793.mp3	This is a "hidden hand" account of scientific progress.	0	2	twenties	female	Southern African (South Africa, Zimbabwe, Namibia)		en	
372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8	common_voice_en_38519087.mp3	His exuberant shouts of Birdie!	0	2	fifties	male	German English,Non native speaker		en	
372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8	common_voice_en_38519124.mp3	These minesweepers were also employed as patrol vessel and convoy escorts.	2	6	fifties	male	German English,Non native speaker		en	
e6cbc816593598844c7bc7d56ca5e75b0e2a289667b15a884d1c49162c9f4809a42595ee9471eb14192850959a571d29fee5ae0a3cf1f3f77615e8f006d3ff3f	common_voice_en_38520047.mp3	This family corresponds to the clade Eupolypods the First.	1	2					en	
b87dd0680063cbd3dc57f5b9b20c14f020f511c3f18467d52e816db909dbe2be05b8ea36a4bca91179503817a1b093a9e6036abb514c6ad1aaf1ffa71b3d32ce	common_voice_en_38521982.mp3	Broughton issued one reprint series, under the title "The Power of Five".	0	2	thirties	male	Canadian English		en	
b87dd0680063cbd3dc57f5b9b20c14f020f511c3f18467d52e816db909dbe2be05b8ea36a4bca91179503817a1b093a9e6036abb514c6ad1aaf1ffa71b3d32ce	common_voice_en_38522001.mp3	He developed early works on the antipassive and aspects of voice in Maya.	2	2	thirties	male	Canadian English		en	
b87dd0680063cbd3dc57f5b9b20c14f020f511c3f18467d52e816db909dbe2be05b8ea36a4bca91179503817a1b093a9e6036abb514c6ad1aaf1ffa71b3d32ce	common_voice_en_38522007.mp3	The assignment of incentive salience to stimuli is dysregulated in addiction.	0	2	thirties	male	Canadian English		en	
b87dd0680063cbd3dc57f5b9b20c14f020f511c3f18467d52e816db909dbe2be05b8ea36a4bca91179503817a1b093a9e6036abb514c6ad1aaf1ffa71b3d32ce	common_voice_en_38522017.mp3	Treatment for kidney cancer depends on the type and stage of the disease.	0	2	thirties	male	Canadian English		en	
b87dd0680063cbd3dc57f5b9b20c14f020f511c3f18467d52e816db909dbe2be05b8ea36a4bca91179503817a1b093a9e6036abb514c6ad1aaf1ffa71b3d32ce	common_voice_en_38522021.mp3	In rock climbing, self-belaying is also called rope soloing.	2	2	thirties	male	Canadian English		en	
b87dd0680063cbd3dc57f5b9b20c14f020f511c3f18467d52e816db909dbe2be05b8ea36a4bca91179503817a1b093a9e6036abb514c6ad1aaf1ffa71b3d32ce	common_voice_en_38522023.mp3	Expectation refers to one's expectation of succeeding in achieving goals.	2	2	thirties	male	Canadian English		en	
39630dc8eb4b1c31ac62ac320f2b24275af3132297bf70a0f20a78cc630c208995d6c223a1b0a37b576699ee65307f442efd35942e61ce683e0f3b41c13dfd9f	common_voice_en_38522145.mp3	However, Al-Aswany was banned from attending the premiere.	0	2	teens	male	United States English		en	
39630dc8eb4b1c31ac62ac320f2b24275af3132297bf70a0f20a78cc630c208995d6c223a1b0a37b576699ee65307f442efd35942e61ce683e0f3b41c13dfd9f	common_voice_en_38522155.mp3	تو نے کہا تو جی اٹھے تو نے کہا تو مر گئےـ	0	2	teens	male	United States English		en	
39630dc8eb4b1c31ac62ac320f2b24275af3132297bf70a0f20a78cc630c208995d6c223a1b0a37b576699ee65307f442efd35942e61ce683e0f3b41c13dfd9f	common_voice_en_38522164.mp3	The next major task undertaken was to build the East Chattanooga Depot.	0	4	teens	male	United States English		en	
39630dc8eb4b1c31ac62ac320f2b24275af3132297bf70a0f20a78cc630c208995d6c223a1b0a37b576699ee65307f442efd35942e61ce683e0f3b41c13dfd9f	common_voice_en_38522198.mp3	It measures and uses vinyl, kapok and wood, painted in acrylic.	6	6	teens	male	United States English		en	
39630dc8eb4b1c31ac62ac320f2b24275af3132297bf70a0f20a78cc630c208995d6c223a1b0a37b576699ee65307f442efd35942e61ce683e0f3b41c13dfd9f	common_voice_en_38522212.mp3	Barkov was highly regarded as an able interpreter and a poet.	0	2	teens	male	United States English		en	
39630dc8eb4b1c31ac62ac320f2b24275af3132297bf70a0f20a78cc630c208995d6c223a1b0a37b576699ee65307f442efd35942e61ce683e0f3b41c13dfd9f	common_voice_en_38522216.mp3	When the ultimatums were rejected, war was declared.	0	4	teens	male	United States English		en	
1da998f354109f83fcae4f360e0e08ad0e64937a7870c947379a71931177b04739d57a1fdbe2324812590b928bdeb1e868c21e4214b7c7302c4bf630e0afe6eb	common_voice_en_38523194.mp3	The main railway line ends at Lecce.	0	2	twenties	male	United States English		en	
1da998f354109f83fcae4f360e0e08ad0e64937a7870c947379a71931177b04739d57a1fdbe2324812590b928bdeb1e868c21e4214b7c7302c4bf630e0afe6eb	common_voice_en_38523195.mp3	However, he beaten to the role by fellow Super Rugby coach Ewen McKenzie.	0	2	twenties	male	United States English		en	
1da998f354109f83fcae4f360e0e08ad0e64937a7870c947379a71931177b04739d57a1fdbe2324812590b928bdeb1e868c21e4214b7c7302c4bf630e0afe6eb	common_voice_en_38523212.mp3	First was the priority accorded to the eastern and western fronts.	0	2	twenties	male	United States English		en	
1da998f354109f83fcae4f360e0e08ad0e64937a7870c947379a71931177b04739d57a1fdbe2324812590b928bdeb1e868c21e4214b7c7302c4bf630e0afe6eb	common_voice_en_38523213.mp3	Her closeness to Owen led to her nickname "Rosie Groupie" in "Private Eye".	0	2	twenties	male	United States English		en	
b87dd0680063cbd3dc57f5b9b20c14f020f511c3f18467d52e816db909dbe2be05b8ea36a4bca91179503817a1b093a9e6036abb514c6ad1aaf1ffa71b3d32ce	common_voice_en_38523718.mp3	The Wolf Point Area Museum provides a glimpse into local history.	0	2	thirties	male	Canadian English		en	
7d253c6592f60c2d569618ff419996fc9d6c62add2c6a3c8b9be36bd09e27e775a8bf4dcb99497fa8c81670ae500e79e6056106b5c34b01fd562301f0729f9e9	common_voice_en_38525030.mp3	It is a farming village at the foot of the Randen range.	0	2	twenties	other	United States English		en	
53d50d2dcb7335f3221f4edba9c697348efb378b584fe8acc77044b9e3e19958f01932e4c744a50b85a491d85dc30c8ab0e77f3216e8bcb0f8209b9cbab18fab	common_voice_en_38526014.mp3	While initially a success, enthusiasm had waned.	0	3					en	
b87dd0680063cbd3dc57f5b9b20c14f020f511c3f18467d52e816db909dbe2be05b8ea36a4bca91179503817a1b093a9e6036abb514c6ad1aaf1ffa71b3d32ce	common_voice_en_38528045.mp3	The common name is beard-heath or beard heath.	2	4	thirties	male	Canadian English		en	
bcfc949a52d81a15be4cc039d776803c5712cc59d1042503a7ea03a0e1b00562f769cf299206fe01c0b164e53c8342795280d1d9d976760b4945bd6591e09b63	common_voice_en_38528167.mp3	Mimiko's red ponytails are directly inspired by Pippi Longstocking.	2	2	teens	male	United States English		en	
b87dd0680063cbd3dc57f5b9b20c14f020f511c3f18467d52e816db909dbe2be05b8ea36a4bca91179503817a1b093a9e6036abb514c6ad1aaf1ffa71b3d32ce	common_voice_en_38529049.mp3	Thor is freed, and he then frees the other members.	0	2	thirties	male	Canadian English		en	
b87dd0680063cbd3dc57f5b9b20c14f020f511c3f18467d52e816db909dbe2be05b8ea36a4bca91179503817a1b093a9e6036abb514c6ad1aaf1ffa71b3d32ce	common_voice_en_38530570.mp3	The Council consists of fourteen full members and three advisory members.	0	2	thirties	male	Canadian English		en	
83b4ab66b20c62a78b229de0ba22e57e26aecfd7004794d3b8bd314039a01b3982076e028e504c258f99c2a5806556a5e52723a8c31310ca45c56e81eef01bc4	common_voice_en_38530971.mp3	As dragon's teeth are immobile, the analogy with the caltrop is inexact.	2	2	twenties	male	United States English,American english with austrian accent		en	
83b4ab66b20c62a78b229de0ba22e57e26aecfd7004794d3b8bd314039a01b3982076e028e504c258f99c2a5806556a5e52723a8c31310ca45c56e81eef01bc4	common_voice_en_38531017.mp3	The former StattAuto tariff had not been offered since that date to new customers.	0	2	twenties	male	United States English,American english with austrian accent		en	
7d253c6592f60c2d569618ff419996fc9d6c62add2c6a3c8b9be36bd09e27e775a8bf4dcb99497fa8c81670ae500e79e6056106b5c34b01fd562301f0729f9e9	common_voice_en_38533993.mp3	Among others, the Icelander writer Snorre Sturlason allied with Skule in the conflict.	0	2	twenties	other	United States English		en	
7d253c6592f60c2d569618ff419996fc9d6c62add2c6a3c8b9be36bd09e27e775a8bf4dcb99497fa8c81670ae500e79e6056106b5c34b01fd562301f0729f9e9	common_voice_en_38534467.mp3	Any harm he might do to his fellow would recoil on his own head.	0	2	twenties	other	United States English		en	
3f9ef2e0c551e224f5270ff53a36c934abbfa988b3e8db1a42ddc39b0fbab083156c7d61311301648f92dda5c910c6ada162a651e6164ae2d4bc1565f2ae76b0	common_voice_en_38534562.mp3	It was not made clear if the closure is temporary or permanent.	0	2					en	
b87dd0680063cbd3dc57f5b9b20c14f020f511c3f18467d52e816db909dbe2be05b8ea36a4bca91179503817a1b093a9e6036abb514c6ad1aaf1ffa71b3d32ce	common_voice_en_38539818.mp3	All railways in Saudi Arabia are organized by the Saudi Railways Organization.	2	2	thirties	male	Canadian English		en	
b87dd0680063cbd3dc57f5b9b20c14f020f511c3f18467d52e816db909dbe2be05b8ea36a4bca91179503817a1b093a9e6036abb514c6ad1aaf1ffa71b3d32ce	common_voice_en_38539820.mp3	Family exigencies required him to return to India and that program remained incomplete.	2	2	thirties	male	Canadian English		en	
b87dd0680063cbd3dc57f5b9b20c14f020f511c3f18467d52e816db909dbe2be05b8ea36a4bca91179503817a1b093a9e6036abb514c6ad1aaf1ffa71b3d32ce	common_voice_en_38539917.mp3	Today, versions that do not use the word "divorce" do so for doctrinaire reasons.	0	2	thirties	male	Canadian English		en	
b87dd0680063cbd3dc57f5b9b20c14f020f511c3f18467d52e816db909dbe2be05b8ea36a4bca91179503817a1b093a9e6036abb514c6ad1aaf1ffa71b3d32ce	common_voice_en_38539918.mp3	It contains offerings of food, cloth, cooking pots, and swords.	0	2	thirties	male	Canadian English		en	
b87dd0680063cbd3dc57f5b9b20c14f020f511c3f18467d52e816db909dbe2be05b8ea36a4bca91179503817a1b093a9e6036abb514c6ad1aaf1ffa71b3d32ce	common_voice_en_38539934.mp3	The unit was at La Grange from March–June.	2	2	thirties	male	Canadian English		en	
b87dd0680063cbd3dc57f5b9b20c14f020f511c3f18467d52e816db909dbe2be05b8ea36a4bca91179503817a1b093a9e6036abb514c6ad1aaf1ffa71b3d32ce	common_voice_en_38539960.mp3	Several editions contain an advert for future releases of RekordsRekords as a hidden track.	2	2	thirties	male	Canadian English		en	
28763e00d17f6c068ee4d0f1d2a0c789b83144738604961f872226274252c4d15c192bcda1f57922ecda7e8af0450f326051a1cbf0e07664ae90dcf8041509ac	common_voice_en_38541506.mp3	McDonald lives in Croton-on-Hudson, New York.	0	2					en	
b87dd0680063cbd3dc57f5b9b20c14f020f511c3f18467d52e816db909dbe2be05b8ea36a4bca91179503817a1b093a9e6036abb514c6ad1aaf1ffa71b3d32ce	common_voice_en_38541545.mp3	Those two chisels are used in combination with a masons driving hammer.	2	2	thirties	male	Canadian English		en	
b87dd0680063cbd3dc57f5b9b20c14f020f511c3f18467d52e816db909dbe2be05b8ea36a4bca91179503817a1b093a9e6036abb514c6ad1aaf1ffa71b3d32ce	common_voice_en_38546414.mp3	Edward the First expanded the castle further and established a small town beside it.	0	2	thirties	male	Canadian English		en	
b87dd0680063cbd3dc57f5b9b20c14f020f511c3f18467d52e816db909dbe2be05b8ea36a4bca91179503817a1b093a9e6036abb514c6ad1aaf1ffa71b3d32ce	common_voice_en_38547480.mp3	Waterford went into the All-Ireland Quarter-Final again Galway as outsiders.	0	2	thirties	male	Canadian English		en	
dacd9f1d67409e511c8a7af99b00e6296a19f4fb4c04423f26ebd0cf1e5adf1dba347beb8f66a1998399e3b6ca70d22ed9ea4df0f6b07079e93abbcf925097b6	common_voice_en_38550579.mp3	These standard registers together with Sansiboli form the Hindustani dialect group.	0	2	twenties	female	United States English		en	
123ec540455a4db80bdb2e0117ac46d19a744811c1c6d6d2e9998ea29c5360a3d8d05c09bd7b382e47e89ab44f6bdd127bf5c2861f3d54be475bea4fc41cc44f	common_voice_en_38551522.mp3	According to his "Long Life", he wanted to follow the example of Saint Jerome.	1	2	thirties	male	England English		en	
dacd9f1d67409e511c8a7af99b00e6296a19f4fb4c04423f26ebd0cf1e5adf1dba347beb8f66a1998399e3b6ca70d22ed9ea4df0f6b07079e93abbcf925097b6	common_voice_en_38552160.mp3	This railroad is no longer in service.	0	2	twenties	female	United States English		en	
dacd9f1d67409e511c8a7af99b00e6296a19f4fb4c04423f26ebd0cf1e5adf1dba347beb8f66a1998399e3b6ca70d22ed9ea4df0f6b07079e93abbcf925097b6	common_voice_en_38552304.mp3	Another government hospital, which serves women, is located near the Unnao railway station.	2	2	twenties	female	United States English		en	
a97730f86fa90560ae105669364412a9ad393b32839d0151236604af188212aab60bf5168a7975fdd0a448dd3131543f5c0032e737a7164b41e9d9d85ffd6660	common_voice_en_38553316.mp3	Legend attributes its foundation to Gushtasb.	1	2	sixties	male	Filipino		en	
9f11cc1b9706287134502a418ecf38618b505ca2ec3e00e15ea2347046f765ad2411b51b5ca99fcab03a152f7c800d589ac0b8ca477cf410f62bb6c5fdee4935	common_voice_en_38557733.mp3	The first goal of the stadium was scored by Guarani's Nilo.	1	3					en	
