clip	duration[ms]
common_voice_en_38674817.mp3	5148
common_voice_en_39562348.mp3	6192
common_voice_en_39458320.mp3	9288
common_voice_en_39586096.mp3	5364
common_voice_en_39270488.mp3	4752
common_voice_en_38792184.mp3	8460
common_voice_en_39465734.mp3	4536
common_voice_en_38535925.mp3	4788
common_voice_en_38734297.mp3	7128
common_voice_en_38694421.mp3	7236
common_voice_en_38775318.mp3	6048
common_voice_en_38751978.mp3	8208
common_voice_en_38837632.mp3	4896
common_voice_en_38703554.mp3	4500
common_voice_en_39563594.mp3	5904
common_voice_en_39018215.mp3	4608
common_voice_en_38764218.mp3	7308
common_voice_en_38743392.mp3	4824
common_voice_en_38582619.mp3	4680
common_voice_en_39057014.mp3	3420
common_voice_en_39568774.mp3	5652
common_voice_en_39005330.mp3	3528
common_voice_en_39521565.mp3	7668
common_voice_en_39396601.mp3	6156
common_voice_en_39038407.mp3	6948
common_voice_en_39137015.mp3	7092
common_voice_en_39415827.mp3	3888
common_voice_en_39148928.mp3	7308
common_voice_en_39569626.mp3	8316
common_voice_en_38565399.mp3	6588
common_voice_en_38535899.mp3	6588
common_voice_en_39579425.mp3	4824
common_voice_en_39017226.mp3	4140
common_voice_en_38983937.mp3	5616
common_voice_en_38716983.mp3	4788
common_voice_en_38495685.mp3	5724
common_voice_en_39442507.mp3	8136
common_voice_en_38743352.mp3	5940
common_voice_en_38794305.mp3	3996
common_voice_en_38679762.mp3	5328
common_voice_en_38673633.mp3	6876
common_voice_en_38784902.mp3	6372
common_voice_en_38721869.mp3	8532
common_voice_en_38829457.mp3	7236
common_voice_en_39211245.mp3	1620
common_voice_en_38552310.mp3	3456
common_voice_en_38535902.mp3	3600
common_voice_en_39232133.mp3	2628
common_voice_en_39561526.mp3	4860
common_voice_en_39574474.mp3	6012
common_voice_en_38849506.mp3	6876
common_voice_en_39584176.mp3	4788
common_voice_en_39585315.mp3	8028
common_voice_en_38703548.mp3	3996
common_voice_en_38517642.mp3	6408
common_voice_en_39561314.mp3	4356
common_voice_en_38794323.mp3	8928
common_voice_en_39377103.mp3	4464
common_voice_en_38747359.mp3	4896
common_voice_en_38959447.mp3	7596
common_voice_en_39567773.mp3	7308
common_voice_en_38784190.mp3	4428
common_voice_en_38493413.mp3	5364
common_voice_en_39351904.mp3	3672
common_voice_en_39094447.mp3	5796
common_voice_en_39017104.mp3	8676
common_voice_en_39571480.mp3	7020
common_voice_en_39495080.mp3	3960
common_voice_en_38730018.mp3	4968
common_voice_en_38627446.mp3	3276
common_voice_en_38650727.mp3	5256
common_voice_en_39577708.mp3	2376
common_voice_en_38612011.mp3	4680
common_voice_en_39062985.mp3	8208
common_voice_en_38739349.mp3	7164
common_voice_en_39039179.mp3	1656
common_voice_en_39576497.mp3	3420
common_voice_en_39331328.mp3	8892
common_voice_en_38689347.mp3	6300
common_voice_en_38847731.mp3	4356
common_voice_en_38539948.mp3	6732
common_voice_en_39572007.mp3	3708
common_voice_en_38581098.mp3	6516
common_voice_en_39475638.mp3	4824
common_voice_en_39140601.mp3	5148
common_voice_en_38772111.mp3	6156
common_voice_en_39056985.mp3	6336
common_voice_en_39419803.mp3	5796
common_voice_en_39537080.mp3	5904
common_voice_en_39586058.mp3	5796
common_voice_en_39582668.mp3	5220
common_voice_en_39063655.mp3	5220
common_voice_en_38861378.mp3	4248
common_voice_en_38692648.mp3	4500
common_voice_en_38741651.mp3	4716
common_voice_en_38634255.mp3	3312
common_voice_en_38675972.mp3	6300
common_voice_en_39062506.mp3	5796
common_voice_en_39062295.mp3	6480
common_voice_en_38703622.mp3	5940
common_voice_en_39580263.mp3	4032
common_voice_en_39583670.mp3	7380
common_voice_en_39412268.mp3	3348
common_voice_en_39014410.mp3	3168
common_voice_en_38869477.mp3	2988
common_voice_en_39263188.mp3	6048
common_voice_en_38541505.mp3	2520
common_voice_en_38772551.mp3	5796
common_voice_en_39585838.mp3	5580
common_voice_en_39017376.mp3	5868
common_voice_en_38792335.mp3	4860
common_voice_en_38498727.mp3	5904
common_voice_en_38492685.mp3	4716
common_voice_en_39561655.mp3	8244
common_voice_en_39331315.mp3	6084
common_voice_en_39546988.mp3	4500
common_voice_en_38749682.mp3	6228
common_voice_en_39577922.mp3	3816
common_voice_en_38851478.mp3	8640
common_voice_en_39154417.mp3	5148
common_voice_en_38743396.mp3	6084
common_voice_en_39081663.mp3	5328
common_voice_en_38751656.mp3	6120
common_voice_en_39057343.mp3	2808
common_voice_en_38563479.mp3	5760
common_voice_en_39131207.mp3	4536
common_voice_en_38625058.mp3	3744
common_voice_en_38521916.mp3	7056
common_voice_en_38495730.mp3	5076
common_voice_en_39062726.mp3	2916
common_voice_en_39197289.mp3	3780
common_voice_en_38772140.mp3	8136
common_voice_en_38545584.mp3	7056
common_voice_en_38735104.mp3	6588
common_voice_en_38552201.mp3	3924
common_voice_en_39568424.mp3	10116
common_voice_en_39014470.mp3	2772
common_voice_en_38686129.mp3	6840
common_voice_en_39576518.mp3	7236
common_voice_en_38638392.mp3	7416
common_voice_en_38851342.mp3	8136
common_voice_en_38550421.mp3	5868
common_voice_en_38677930.mp3	4176
common_voice_en_38969836.mp3	5904
common_voice_en_38746027.mp3	8208
common_voice_en_39057706.mp3	2088
common_voice_en_38825335.mp3	3456
common_voice_en_38673941.mp3	7884
common_voice_en_38703989.mp3	6516
common_voice_en_38993778.mp3	5256
common_voice_en_38797130.mp3	5400
common_voice_en_39581272.mp3	5292
common_voice_en_38743245.mp3	6372
common_voice_en_39418605.mp3	7956
common_voice_en_38498311.mp3	6228
common_voice_en_39574713.mp3	7524
common_voice_en_39584124.mp3	8100
common_voice_en_38504164.mp3	7020
common_voice_en_38778602.mp3	5724
common_voice_en_39005310.mp3	7452
common_voice_en_39576826.mp3	4140
common_voice_en_38730459.mp3	4140
common_voice_en_39233241.mp3	3708
common_voice_en_39017471.mp3	3096
common_voice_en_39228545.mp3	3276
common_voice_en_39015094.mp3	4356
common_voice_en_39573326.mp3	5040
common_voice_en_38724501.mp3	7164
common_voice_en_38545716.mp3	7416
common_voice_en_39057681.mp3	1836
common_voice_en_38512868.mp3	5436
common_voice_en_38576089.mp3	8136
common_voice_en_38703564.mp3	6588
common_voice_en_38575949.mp3	8028
common_voice_en_39537036.mp3	4752
common_voice_en_39377249.mp3	4356
common_voice_en_39038645.mp3	1980
common_voice_en_39449044.mp3	4356
common_voice_en_39583866.mp3	6048
common_voice_en_38678229.mp3	47304
common_voice_en_39412259.mp3	3276
common_voice_en_38582754.mp3	7020
common_voice_en_39548778.mp3	4068
common_voice_en_38492622.mp3	7200
common_voice_en_38726852.mp3	46008
common_voice_en_38699911.mp3	8496
common_voice_en_38675798.mp3	6516
common_voice_en_38786921.mp3	4320
common_voice_en_38836227.mp3	8640
common_voice_en_38686997.mp3	8136
common_voice_en_39132484.mp3	6120
common_voice_en_38709102.mp3	6696
common_voice_en_38673613.mp3	5760
common_voice_en_38504151.mp3	4896
common_voice_en_38794223.mp3	6300
common_voice_en_39562711.mp3	9180
common_voice_en_39569355.mp3	6192
common_voice_en_39552218.mp3	6012
common_voice_en_38552193.mp3	3312
common_voice_en_39442783.mp3	4824
common_voice_en_38513484.mp3	4680
common_voice_en_39580584.mp3	6048
common_voice_en_38865350.mp3	6156
common_voice_en_39520954.mp3	8460
common_voice_en_38831489.mp3	6768
common_voice_en_38584042.mp3	5796
common_voice_en_38852367.mp3	8676
common_voice_en_39194294.mp3	8208
common_voice_en_39113838.mp3	5760
common_voice_en_39441834.mp3	5040
common_voice_en_38721989.mp3	3960
common_voice_en_38673874.mp3	4428
common_voice_en_39546821.mp3	5256
common_voice_en_39569075.mp3	7560
common_voice_en_38946060.mp3	7560
common_voice_en_39081778.mp3	1836
common_voice_en_39584619.mp3	4860
common_voice_en_38510855.mp3	7740
common_voice_en_39332076.mp3	5328
common_voice_en_38784600.mp3	3888
common_voice_en_39578956.mp3	9828
common_voice_en_38840141.mp3	5976
common_voice_en_38778868.mp3	4140
common_voice_en_39574142.mp3	5076
common_voice_en_38510852.mp3	6984
common_voice_en_39132388.mp3	8496
common_voice_en_38733207.mp3	4932
common_voice_en_38734513.mp3	6300
common_voice_en_38898079.mp3	6804
common_voice_en_38835123.mp3	3456
common_voice_en_39129594.mp3	7020
common_voice_en_38959532.mp3	6840
common_voice_en_39211575.mp3	2268
common_voice_en_38627488.mp3	4608
common_voice_en_38543319.mp3	5040
common_voice_en_38545585.mp3	6660
common_voice_en_38535161.mp3	7740
common_voice_en_39211517.mp3	2196
common_voice_en_39057052.mp3	2988
common_voice_en_38896755.mp3	5076
common_voice_en_38673593.mp3	5688
common_voice_en_38730034.mp3	5436
common_voice_en_39125752.mp3	7848
common_voice_en_38852912.mp3	5688
common_voice_en_38517753.mp3	4176
common_voice_en_38512605.mp3	5688
common_voice_en_39254022.mp3	5436
common_voice_en_39254352.mp3	8568
common_voice_en_39175669.mp3	7416
common_voice_en_38813035.mp3	4320
common_voice_en_39551982.mp3	7560
common_voice_en_38710329.mp3	9468
common_voice_en_38784471.mp3	3780
common_voice_en_39064089.mp3	3096
common_voice_en_39016909.mp3	3600
common_voice_en_38502900.mp3	3600
common_voice_en_39575274.mp3	5868
common_voice_en_38747244.mp3	6840
common_voice_en_39581178.mp3	5580
common_voice_en_38852471.mp3	7020
common_voice_en_38553088.mp3	7632
common_voice_en_39062400.mp3	2088
common_voice_en_39233097.mp3	2520
common_voice_en_38724634.mp3	6516
common_voice_en_38852706.mp3	7236
common_voice_en_38550397.mp3	5796
common_voice_en_39569978.mp3	4680
common_voice_en_39351955.mp3	6156
common_voice_en_39198208.mp3	4500
common_voice_en_38595743.mp3	4500
common_voice_en_38695091.mp3	6480
common_voice_en_38837201.mp3	6768
common_voice_en_38802979.mp3	7488
common_voice_en_39569863.mp3	9360
common_voice_en_38551521.mp3	6948
common_voice_en_38784506.mp3	4608
common_voice_en_38784528.mp3	6408
common_voice_en_38743830.mp3	7200
common_voice_en_38679766.mp3	10116
common_voice_en_39547421.mp3	4464
common_voice_en_38695099.mp3	8748
common_voice_en_39063295.mp3	1908
common_voice_en_38747206.mp3	4500
common_voice_en_38584061.mp3	4788
common_voice_en_39301926.mp3	8928
common_voice_en_38504034.mp3	5328
common_voice_en_38856588.mp3	2556
common_voice_en_38570217.mp3	5004
common_voice_en_38674066.mp3	8064
common_voice_en_39585218.mp3	4536
common_voice_en_39581357.mp3	6840
common_voice_en_38516540.mp3	9108
common_voice_en_39583179.mp3	5040
common_voice_en_38609573.mp3	5796
common_voice_en_38616572.mp3	3492
common_voice_en_38552219.mp3	6012
common_voice_en_39575833.mp3	4716
common_voice_en_39057045.mp3	6588
common_voice_en_38563504.mp3	3888
common_voice_en_39210892.mp3	3348
common_voice_en_39245880.mp3	8280
common_voice_en_39038205.mp3	7776
common_voice_en_38692380.mp3	7632
common_voice_en_39367503.mp3	7416
common_voice_en_38808033.mp3	3276
common_voice_en_39308704.mp3	4428
common_voice_en_39575170.mp3	8100
common_voice_en_39034856.mp3	7128
common_voice_en_38692310.mp3	5184
common_voice_en_39310981.mp3	7308
common_voice_en_38742991.mp3	5220
common_voice_en_39574439.mp3	7416
common_voice_en_39094551.mp3	9576
common_voice_en_39112028.mp3	6768
common_voice_en_39221331.mp3	6768
common_voice_en_39291203.mp3	6012
common_voice_en_38729301.mp3	4896
common_voice_en_38598405.mp3	4500
common_voice_en_38553314.mp3	7308
common_voice_en_39573382.mp3	4860
common_voice_en_38982957.mp3	8820
common_voice_en_39233270.mp3	4968
common_voice_en_39583001.mp3	7056
common_voice_en_39254048.mp3	7020
common_voice_en_39583294.mp3	7056
common_voice_en_38784474.mp3	7740
common_voice_en_38552170.mp3	6516
common_voice_en_38634282.mp3	4104
common_voice_en_38610053.mp3	4536
common_voice_en_38638896.mp3	5256
common_voice_en_39578538.mp3	4032
common_voice_en_39547446.mp3	6732
common_voice_en_38507960.mp3	5220
common_voice_en_38627365.mp3	5616
common_voice_en_39576456.mp3	5508
common_voice_en_38755742.mp3	2520
common_voice_en_38688610.mp3	9000
common_voice_en_38832534.mp3	7776
common_voice_en_38491136.mp3	4176
common_voice_en_38689358.mp3	5616
common_voice_en_38530384.mp3	5436
common_voice_en_38550495.mp3	5436
common_voice_en_39547826.mp3	5688
common_voice_en_38729941.mp3	7776
common_voice_en_39063364.mp3	2448
common_voice_en_38576069.mp3	10260
common_voice_en_38849227.mp3	6516
common_voice_en_38673856.mp3	8136
common_voice_en_39585860.mp3	4860
common_voice_en_39576461.mp3	6228
common_voice_en_38541476.mp3	6876
common_voice_en_39148876.mp3	5616
common_voice_en_38690422.mp3	8676
common_voice_en_38791170.mp3	5796
common_voice_en_38793152.mp3	4428
common_voice_en_39573267.mp3	4716
common_voice_en_39585681.mp3	4860
common_voice_en_39279153.mp3	4644
common_voice_en_39571057.mp3	5940
common_voice_en_38703752.mp3	3960
common_voice_en_38694807.mp3	7668
common_voice_en_38847338.mp3	3456
common_voice_en_38775365.mp3	2808
common_voice_en_38688647.mp3	4068
common_voice_en_38648193.mp3	5688
common_voice_en_38683433.mp3	7740
common_voice_en_38807655.mp3	6048
common_voice_en_38898120.mp3	6912
common_voice_en_38674174.mp3	9360
common_voice_en_38503498.mp3	5796
common_voice_en_38724493.mp3	3960
common_voice_en_38817727.mp3	5868
common_voice_en_39447923.mp3	4968
common_voice_en_38523740.mp3	4608
common_voice_en_38690400.mp3	6048
common_voice_en_38511176.mp3	6768
common_voice_en_38712309.mp3	5940
common_voice_en_39561365.mp3	5364
common_voice_en_38634051.mp3	5148
common_voice_en_39257449.mp3	5148
common_voice_en_38750662.mp3	6480
common_voice_en_38575712.mp3	5148
common_voice_en_39014253.mp3	2520
common_voice_en_38552565.mp3	6948
common_voice_en_38784273.mp3	6336
common_voice_en_39553030.mp3	2880
common_voice_en_38634089.mp3	7020
common_voice_en_39034115.mp3	3420
common_voice_en_39573187.mp3	7308
common_voice_en_38935676.mp3	9540
common_voice_en_38772225.mp3	6588
common_voice_en_39562159.mp3	7740
common_voice_en_39335637.mp3	3564
common_voice_en_38954887.mp3	5508
common_voice_en_38737467.mp3	5256
common_voice_en_38847505.mp3	6120
common_voice_en_39093929.mp3	4320
common_voice_en_39377251.mp3	5796
common_voice_en_38825078.mp3	4968
common_voice_en_38539914.mp3	6732
common_voice_en_38729741.mp3	7560
common_voice_en_38673630.mp3	2988
common_voice_en_38734696.mp3	7560
common_voice_en_38897836.mp3	6300
common_voice_en_38516675.mp3	6012
common_voice_en_38503290.mp3	5076
common_voice_en_39233086.mp3	3420
common_voice_en_38739614.mp3	5148
common_voice_en_39579225.mp3	7380
common_voice_en_39034090.mp3	3780
common_voice_en_38567455.mp3	5940
common_voice_en_38747289.mp3	5328
common_voice_en_38680763.mp3	6372
common_voice_en_39256309.mp3	7668
common_voice_en_38682455.mp3	6840
common_voice_en_38695119.mp3	4680
common_voice_en_38967783.mp3	4104
common_voice_en_38568125.mp3	4608
common_voice_en_38523684.mp3	6048
common_voice_en_39555917.mp3	6948
common_voice_en_38516662.mp3	6948
common_voice_en_39571865.mp3	6120
common_voice_en_39254167.mp3	5940
common_voice_en_39583633.mp3	4428
common_voice_en_38730816.mp3	4716
common_voice_en_38750642.mp3	5976
common_voice_en_39063053.mp3	5148
common_voice_en_38852833.mp3	7056
common_voice_en_39198254.mp3	4068
common_voice_en_39546086.mp3	5148
common_voice_en_39575064.mp3	4608
common_voice_en_38936172.mp3	4752
common_voice_en_38861180.mp3	5328
common_voice_en_38569212.mp3	5364
common_voice_en_38663745.mp3	4104
common_voice_en_38677896.mp3	4176
common_voice_en_38726802.mp3	7488
common_voice_en_39042115.mp3	9000
common_voice_en_38579813.mp3	3816
common_voice_en_38797923.mp3	7128
common_voice_en_38798074.mp3	5256
common_voice_en_38737501.mp3	6480
common_voice_en_38492625.mp3	7020
common_voice_en_39113080.mp3	6408
common_voice_en_38733235.mp3	5580
common_voice_en_38847882.mp3	3816
common_voice_en_39562330.mp3	6228
common_voice_en_38535935.mp3	6516
common_voice_en_38744299.mp3	4500
common_voice_en_39448231.mp3	3168
common_voice_en_39015420.mp3	2880
common_voice_en_38795816.mp3	5220
common_voice_en_38568262.mp3	6480
common_voice_en_38732173.mp3	7560
common_voice_en_39082456.mp3	3276
common_voice_en_38784486.mp3	3996
common_voice_en_38648140.mp3	4212
common_voice_en_39005328.mp3	4464
common_voice_en_39585421.mp3	4896
common_voice_en_38850431.mp3	7776
common_voice_en_38513386.mp3	2952
common_voice_en_38568249.mp3	5724
common_voice_en_38727519.mp3	6660
common_voice_en_38694843.mp3	6228
common_voice_en_38970184.mp3	5868
common_voice_en_38688630.mp3	6588
common_voice_en_39583232.mp3	7848
common_voice_en_38896769.mp3	6408
common_voice_en_38513493.mp3	4608
common_voice_en_39017463.mp3	9648
common_voice_en_39457428.mp3	5580
common_voice_en_39586031.mp3	5328
common_voice_en_38517675.mp3	4392
common_voice_en_39572026.mp3	9360
common_voice_en_39547474.mp3	2520
common_voice_en_38686606.mp3	9000
common_voice_en_39377199.mp3	4356
common_voice_en_38553442.mp3	5940
common_voice_en_38994687.mp3	2988
common_voice_en_38694424.mp3	8748
common_voice_en_38786184.mp3	17028
common_voice_en_38865351.mp3	3636
common_voice_en_38524196.mp3	4968
common_voice_en_38543287.mp3	4428
common_voice_en_38773194.mp3	7848
common_voice_en_38846581.mp3	6948
common_voice_en_39373444.mp3	5436
common_voice_en_39039377.mp3	4536
common_voice_en_39579773.mp3	3600
common_voice_en_38760327.mp3	5580
common_voice_en_38686423.mp3	7308
common_voice_en_38851917.mp3	8316
common_voice_en_38746563.mp3	4248
common_voice_en_38648282.mp3	6408
common_voice_en_39520244.mp3	4032
common_voice_en_38916763.mp3	2448
common_voice_en_39093270.mp3	2916
common_voice_en_38852454.mp3	3996
common_voice_en_38730507.mp3	4320
common_voice_en_38784556.mp3	5220
common_voice_en_38882041.mp3	6408
common_voice_en_38502281.mp3	4356
common_voice_en_39018217.mp3	6156
common_voice_en_39012978.mp3	5796
common_voice_en_38607197.mp3	5760
common_voice_en_38969611.mp3	7416
common_voice_en_38570288.mp3	6588
common_voice_en_38671166.mp3	6948
common_voice_en_38852512.mp3	5580
common_voice_en_39577398.mp3	4500
common_voice_en_39377542.mp3	7380
common_voice_en_38699875.mp3	6840
common_voice_en_38638913.mp3	5220
common_voice_en_38783124.mp3	8496
common_voice_en_38703976.mp3	4968
common_voice_en_38770864.mp3	5940
common_voice_en_38547086.mp3	5148
common_voice_en_38545728.mp3	6228
common_voice_en_38494271.mp3	6696
common_voice_en_38712694.mp3	6840
common_voice_en_38774008.mp3	4824
common_voice_en_38570173.mp3	7560
common_voice_en_39093692.mp3	4608
common_voice_en_39584062.mp3	5544
common_voice_en_38681892.mp3	7668
common_voice_en_38737547.mp3	7056
common_voice_en_38839218.mp3	4176
common_voice_en_38732347.mp3	7380
common_voice_en_38582254.mp3	6120
common_voice_en_39577427.mp3	7776
common_voice_en_39030934.mp3	3744
common_voice_en_39031347.mp3	4248
common_voice_en_38545586.mp3	7740
common_voice_en_39578030.mp3	5328
common_voice_en_38811084.mp3	8316
common_voice_en_39570589.mp3	4248
common_voice_en_38725172.mp3	7236
common_voice_en_38575963.mp3	6372
common_voice_en_38784642.mp3	5220
common_voice_en_39014178.mp3	4140
common_voice_en_39573142.mp3	5328
common_voice_en_38732686.mp3	5328
common_voice_en_39062415.mp3	2376
common_voice_en_39352298.mp3	6948
common_voice_en_38498345.mp3	4500
common_voice_en_39129272.mp3	7956
common_voice_en_39180617.mp3	9360
common_voice_en_39377084.mp3	5112
common_voice_en_38679533.mp3	7236
common_voice_en_38683372.mp3	3960
common_voice_en_39584485.mp3	6516
common_voice_en_39583588.mp3	5256
common_voice_en_38732251.mp3	4968
common_voice_en_39565348.mp3	6120
common_voice_en_39571745.mp3	9180
common_voice_en_38763507.mp3	5256
common_voice_en_38502282.mp3	3060
common_voice_en_38706164.mp3	5400
common_voice_en_38969834.mp3	5436
common_voice_en_39017868.mp3	4536
common_voice_en_39377558.mp3	5076
common_voice_en_38516558.mp3	6876
common_voice_en_38732354.mp3	7308
common_voice_en_38689039.mp3	8460
common_voice_en_39332434.mp3	4284
common_voice_en_38905476.mp3	7740
common_voice_en_39094155.mp3	4428
common_voice_en_39477786.mp3	3636
common_voice_en_38778822.mp3	7704
common_voice_en_39577964.mp3	4824
common_voice_en_38506500.mp3	9036
common_voice_en_39569013.mp3	7020
common_voice_en_38683374.mp3	5796
common_voice_en_38717577.mp3	6408
common_voice_en_38749764.mp3	8928
common_voice_en_38732584.mp3	7236
common_voice_en_39377173.mp3	6840
common_voice_en_38905091.mp3	5040
common_voice_en_39476373.mp3	5616
common_voice_en_39093899.mp3	7596
common_voice_en_39017067.mp3	5292
common_voice_en_39561117.mp3	3636
common_voice_en_39585267.mp3	4824
common_voice_en_38741475.mp3	5796
common_voice_en_39148890.mp3	3312
common_voice_en_38536415.mp3	7812
common_voice_en_39576165.mp3	5148
common_voice_en_38855982.mp3	5148
common_voice_en_39017198.mp3	5616
common_voice_en_39449501.mp3	6012
common_voice_en_39014590.mp3	6228
common_voice_en_38866871.mp3	5256
common_voice_en_38627409.mp3	3708
common_voice_en_39233065.mp3	6300
common_voice_en_39196441.mp3	3816
common_voice_en_39574704.mp3	7776
common_voice_en_39568975.mp3	4500
common_voice_en_39585773.mp3	7308
common_voice_en_39571896.mp3	7344
common_voice_en_38724467.mp3	8712
common_voice_en_38842359.mp3	5400
common_voice_en_38648338.mp3	6588
common_voice_en_38792451.mp3	7308
common_voice_en_38627539.mp3	2880
common_voice_en_38990925.mp3	6408
common_voice_en_38689287.mp3	4968
common_voice_en_38749769.mp3	9180
common_voice_en_38627323.mp3	5940
common_voice_en_38568328.mp3	5472
common_voice_en_38682155.mp3	6840
common_voice_en_39130918.mp3	8100
common_voice_en_38734285.mp3	6228
common_voice_en_38663746.mp3	3528
common_voice_en_38710100.mp3	6228
common_voice_en_39569558.mp3	5256
common_voice_en_39564713.mp3	3276
common_voice_en_38866881.mp3	5328
common_voice_en_38699825.mp3	4536
common_voice_en_38898015.mp3	4608
common_voice_en_38842926.mp3	2520
common_voice_en_38813012.mp3	6948
common_voice_en_38769790.mp3	8856
common_voice_en_39575616.mp3	6984
common_voice_en_39575820.mp3	6516
common_voice_en_38511498.mp3	5076
common_voice_en_38560062.mp3	5184
common_voice_en_38770862.mp3	2520
common_voice_en_38825054.mp3	8820
common_voice_en_38770492.mp3	8208
common_voice_en_38824944.mp3	8460
common_voice_en_38682660.mp3	7488
common_voice_en_38778628.mp3	5400
common_voice_en_39132483.mp3	4716
common_voice_en_38686580.mp3	5436
common_voice_en_38674572.mp3	6516
common_voice_en_38653734.mp3	3600
common_voice_en_38843227.mp3	10008
common_voice_en_38784181.mp3	5616
common_voice_en_39465985.mp3	3168
common_voice_en_38678363.mp3	5760
common_voice_en_38745414.mp3	5148
common_voice_en_39057300.mp3	4176
common_voice_en_38648396.mp3	9252
common_voice_en_38507964.mp3	2736
common_voice_en_38686955.mp3	6120
common_voice_en_38560873.mp3	5688
common_voice_en_38810462.mp3	5976
common_voice_en_38663750.mp3	3780
common_voice_en_39038429.mp3	4716
common_voice_en_39210910.mp3	5256
common_voice_en_38772171.mp3	7488
common_voice_en_39108110.mp3	8928
common_voice_en_38688617.mp3	7992
common_voice_en_39233198.mp3	3780
common_voice_en_39580594.mp3	7344
common_voice_en_38905103.mp3	9468
common_voice_en_38504024.mp3	6120
common_voice_en_38741389.mp3	5184
common_voice_en_39585557.mp3	7128
common_voice_en_38727156.mp3	8856
common_voice_en_38847619.mp3	7056
common_voice_en_39062580.mp3	3708
common_voice_en_38786132.mp3	7416
common_voice_en_38712413.mp3	6228
common_voice_en_38634344.mp3	5904
common_voice_en_38563134.mp3	7776
common_voice_en_38730671.mp3	6948
common_voice_en_39577944.mp3	7236
common_voice_en_39299778.mp3	6372
common_voice_en_39331331.mp3	5256
common_voice_en_39312504.mp3	6840
common_voice_en_38621044.mp3	8676
common_voice_en_39412485.mp3	5688
common_voice_en_38683057.mp3	6480
common_voice_en_39233275.mp3	7308
common_voice_en_38694842.mp3	4356
common_voice_en_39299794.mp3	5544
common_voice_en_39565771.mp3	6948
common_voice_en_38536436.mp3	6552
common_voice_en_39477240.mp3	5076
common_voice_en_39569720.mp3	4140
common_voice_en_38552171.mp3	3348
common_voice_en_39582667.mp3	5724
common_voice_en_39256718.mp3	8100
common_voice_en_39228185.mp3	6228
common_voice_en_38946233.mp3	5112
common_voice_en_38682801.mp3	3888
common_voice_en_38746025.mp3	6336
common_voice_en_39575705.mp3	5220
common_voice_en_39585983.mp3	7416
common_voice_en_39582581.mp3	6696
common_voice_en_39377814.mp3	5760
common_voice_en_39196438.mp3	3420
common_voice_en_39442326.mp3	6480
common_voice_en_39063133.mp3	5220
common_voice_en_38552996.mp3	4428
common_voice_en_39521304.mp3	6264
common_voice_en_39466143.mp3	5328
common_voice_en_38740733.mp3	5184
common_voice_en_38491067.mp3	4140
common_voice_en_39585313.mp3	5760
common_voice_en_39579646.mp3	3564
common_voice_en_39495148.mp3	1800
common_voice_en_38743204.mp3	5040
common_voice_en_38845110.mp3	3420
common_voice_en_39572315.mp3	8640
common_voice_en_39578834.mp3	7380
common_voice_en_39377330.mp3	5400
common_voice_en_38968986.mp3	4860
common_voice_en_38849471.mp3	7236
common_voice_en_38513486.mp3	3780
common_voice_en_39575331.mp3	9180
common_voice_en_39567220.mp3	8748
common_voice_en_39570791.mp3	7164
common_voice_en_39045653.mp3	2376
common_voice_en_38568360.mp3	7740
common_voice_en_38918894.mp3	5004
